职业, 5447
学生, 4775
专业, 3819
教学, 3173
课程, 2252
高职, 2187
技术, 2128
企业, 2056
教师, 1690
能力, 1676
证书, 1505
院校, 1416
人才, 1226
技能, 1223
制度, 1203
学校, 1040
评价, 850
过程, 830
社会, 786
标准, 777
模式, 769
校企, 752
学院, 749
项目, 730
体系, 636
中国, 626
问题, 615
教材, 609
职业技能, 607
汽车, 600
产教, 592
国家, 577
目标, 539
行业, 537
产业, 528
岗位, 460
内容, 441
职业院校, 425
国际, 425
一带, 422
经济, 415
基地, 414
背景, 397
方面, 396
平台, 388
基础, 376
任务, 360
资源, 359
创业, 359
文化, 354
质量, 346
数据, 335
理论, 334
中职, 311
课堂, 286
特色, 285
素养, 284
国际化, 277
系统, 258
职教, 253
结构, 252
机制, 249
办学, 240
路径, 236
学报, 221
等级证书, 219
课程体系, 219
政策, 218
学位, 217
教学模式, 214
思政, 212
中文, 212
方案, 211
方式, 210
阶段, 207
协同, 202
高校, 200
指导, 195
水平, 184
核心, 179
巴基斯坦, 178
试点, 175
中巴, 175
模块, 167
情况, 167
大学, 158
领域, 157
交流, 157
方法, 156
非洲, 154
英语, 154
产业工人, 154
实际, 149
团队, 147
信息, 142
中心, 133
安徽, 132
导向, 130
人文, 128
工业, 125
学科, 125
功能, 125
安徽省, 124
双师, 123
传统, 123
专业课程, 122
医学, 122
日本, 121
政府, 121
教学内容, 120
区域, 119
精神, 117
实训室, 116
理念, 116
雷达, 115
智能, 114
时代, 112
三教, 112
信息化, 111
倡议, 110
海外, 110
地方, 109
汉语, 109
城市, 107
指标, 106
师资, 105
成果, 104
方向, 103
高质量, 102
计划, 102
食品, 101
素质, 101
机构, 97
高中, 97
工程, 96
学术, 95
案例, 94
科技, 94
课堂教学, 94
师资队伍, 93
市场, 93
物流, 93
机器人, 93
茶文化, 93
中医药, 92
社区, 92
框架, 91
类型, 91
工匠, 90
会计专业, 90
软件, 89
双高, 89
优势, 88
科目, 88
普通高中, 88
队伍, 88
全面, 86
航空, 86
普通, 86
北京, 86
学分, 84
主体, 84
智慧, 84
民办, 84
数字, 83
科学, 83
装备, 83
定位, 81
建筑, 81
时间, 81
金融, 81
因素, 80
专创, 80
环境, 77
模型, 77
部分, 76
结果, 76
语言, 76
分类, 75
成绩, 75
液压, 74
意识, 73
学员, 73
角色, 73
职工, 73
职校, 71
思想, 70
车辆, 70
地区, 70
无法, 69
策略, 69
工程造价, 69
元素, 69
数量, 69
化工, 69
沿线, 69
境外, 69
澳大利亚, 69
特点, 68
当地, 68
办刊, 68
书证, 67
世纪, 67
公安, 67
冰雪, 67
法治, 67
军事, 66
传感器, 66
商科, 66
图书馆, 66
媒体, 65
财务, 63
内涵, 63
之间, 63
生源, 63
当中, 62
毕业生, 62
语文, 62
心理, 62
形式, 61
故障, 61
海洋生物, 60
下肢, 60
模具, 59
产品, 59
专科, 59
战略, 59
艺术设计, 58
动力, 58
生态, 58
要素, 58
教学资源, 57
课程标准, 57
研究生, 57
胜任, 57
患者, 57
天线, 57
大赛, 56
电力, 56
高水平, 56
环节, 55
居民, 55
材料, 55
法律, 55
国内, 54
机械, 54
疫情, 54
问卷, 54
困境, 53
规模, 53
兴趣, 53
规划, 52
利益, 52
广东, 51
应用型, 51
气动, 51
毕业设计, 51
标签, 51
导师, 50
财税, 49
校内, 49
面向, 49
目录, 49
浙江, 49
宠物, 49
疼痛, 49
师生, 48
英语教学, 48
课程内容, 47
维度, 47
东华, 47
情境, 46
效果, 46
员工, 46
中非, 46
学业, 46
营养, 45
优质, 45
走廊, 45
北京市, 45
民办高校, 44
制造业, 44
利用, 43
银行, 43
教育部, 43
特征, 43
原理, 43
学徒, 43
农业, 43
福建, 43
用途, 42
医院, 42
人工智能, 42
专家, 41
活页, 41
逻辑, 41
历史, 41
大学生, 41
上线, 41
笔者, 41
铁道, 41
英语教材, 41
双创, 41
政治, 41
经营性, 41
幼儿, 41
精准, 40
转型, 40
生产总值, 40
实验室, 40
体验, 40
专项, 40
高职生, 40
集群, 40
编辑, 40
越轨, 40
成都, 39
美国, 39
海洋, 39
警务, 39
选择性, 39
建模, 38
模块化, 38
课证, 38
资金, 38
信息安全, 38
上海, 38
业务, 37
月刊, 37
美容, 37
人们, 37
风险, 37
实践性, 36
条件, 36
场景, 36
全国, 36
长三角, 36
高端, 36
关系, 35
学历证书, 35
基本, 35
单位, 35
小学教师, 35
内部, 35
集团, 35
流程, 34
程度, 34
教条, 34
工程师, 34
家乐, 34
文章, 34
留学生, 34
产业链, 34
栏目, 34
重点, 34
价值, 33
职业培训, 33
权重, 33
文件, 33
视频, 33
多媒体, 33
效应, 33
现实, 33
丘脑, 33
委员会, 33
烟草, 32
布局, 32
护理, 32
屏蔽门, 32
双方, 32
皮具, 32
华人, 32
地质灾害, 32
认同度, 32
对象, 31
气象站, 31
孔子, 31
警官, 31
大类, 31
资格, 31
合格, 31
信息技术, 31
司法, 31
规格, 31
非全日制, 30
整体, 30
原则, 30
协议, 30
物理, 30
石油, 30
地位, 30
个人, 29
手工, 29
空间, 29
感觉, 29
小组, 29
工学, 29
宿舍楼, 29
思维, 28
有限公司, 28
西餐, 28
现象, 28
戒烟, 28
公司, 28
在校生, 28
网络, 28
气象, 28
世界, 28
天津, 28
中药学, 28
地质, 28
图像处理, 28
数字化, 27
邮政, 27
文献, 27
以来, 27
记录, 27
外语, 27
师范大学, 27
常态, 27
语文课程, 27
产生, 27
造型, 26
实务, 26
资格证书, 26
电子商务, 26
深度, 26
财务管理, 26
课赛, 26
试点工作, 26
绘制, 26
机电, 26
吸烟率, 26
全过程, 26
职场, 26
轮机, 26
作业, 26
高考制度, 26
地震, 26
重构, 25
人员, 25
矩阵, 25
周刊, 25
门类, 25
敬业乐群, 25
阻尼器, 25
教材内容, 24
专门, 24
人数, 24
客户, 24
校园, 24
大湾, 24
教学研究, 24
广告, 24
药物, 24
文本, 24
文稿, 24
河北省, 24
工具, 23
家庭, 23
机械制图, 23
生物化学, 23
专思, 23
专业化, 23
艺术, 23
入学, 23
样板, 23
智能网, 23
现状, 22
中等职业, 22
差异, 22
机载雷达, 22
课题, 22
意见, 22
服务业, 22
园区, 22
逆向, 22
学士学位, 22
云南, 22
教学质量, 22
财务会计, 21
学习效果, 21
培养目标, 21
运维, 21
万人, 21
经验, 21
性能, 21
资源库, 21
部队, 21
信息系统, 21
专业知识, 21
齿轮, 21
虚拟现实, 21
地面, 21
共同体, 21
精品, 21
文化交流, 21
工作室, 21
公安院校, 21
化学, 21
钢渣, 21
学会, 21
法学, 21
学士, 21
负责人, 21
专业技能, 20
船舶, 20
广州, 20
香港, 20
课标, 20
指标体系, 20
关联度, 20
第三产业, 20
茶艺, 20
兽医, 19
意义, 19
电子竞技, 19
比例, 19
满意度, 19
乡村, 19
手段, 19
轨道交通, 19
纺织, 19
雨量, 19
医疗, 19
症状, 19
选题, 19
空间数据, 19
稿源, 19
转学, 19
教室, 19
厂房, 19
条例, 19
属性, 19
职能部门, 19
有机, 18
互联网, 18
耗材, 18
力量, 18
江苏, 18
价值观, 18
交通, 18
布点, 18
平台式, 18
医药, 18
地理, 18
专业组, 18
海军, 18
典型, 18
新疆, 18
报告, 18
粮农, 17
电子, 17
户型, 17
视野, 17
服装设计, 17
英国, 17
教法, 17
河北, 17
中药, 17
福建省, 17
考试内容, 17
新能源, 17
生物学, 17
房屋建筑, 17
神经元, 17
金融学, 17
德育, 17
工人, 17
认可度, 17
特性, 17
第二产业, 17
畜牧, 16
动物, 16
社会主义, 16
盈利, 16
日本政府, 16
人口, 16
有所, 16
智能化, 16
教员, 16
内化, 16
讲台, 16
埃塞, 16
广东省, 16
实施方案, 16
双循环, 16
教育学, 16
社团, 16
继电保护, 16
多媒体技术, 16
替代, 16
态度, 16
阻尼, 16
阻尼比, 16
教学方式, 15
编程, 15
广西, 15
年龄, 15
素材, 15
一致性, 15
绘图, 15
官兵, 15
控制柜, 15
人民, 15
华文, 15
校本, 15
以下, 15
资历, 15
慈善, 15
宁夏, 15
规定, 15
教学方法, 15
文案, 15
湖南, 15
记忆, 15
餐桌, 15
校地, 15
期刊, 15
科研, 15
滑雪, 15
高技能, 15
建议, 15
茶叶, 15
产业结构, 15
层面, 14
德国, 14
一体, 14
网关, 14
形势, 14
专业人才, 14
关键, 14
以上, 14
文部, 14
资料, 14
曲线, 14
测试题, 14
精益求精, 14
公安机关, 14
教师队伍, 14
商务, 14
班组, 14
志愿, 14
考试成绩, 14
抗战, 14
云中, 14
比亚迪, 14
培训基地, 14
版式, 14
教育经费, 14
灰色, 14
劳动力, 14
文凭, 14
论证, 14
贴标签, 14
职业资格, 13
电商, 13
教育资源, 13
力度, 13
来源, 13
家具, 13
程序, 13
管理体系, 13
知识点, 13
微生物学, 13
结合点, 13
金融类, 13
国际交流, 13
民族, 13
埃塞俄比亚, 13
个性化, 13
集装箱, 13
装置, 13
国务院, 13
泉州, 13
数学, 13
物业管理, 13
压力, 13
生物, 13
中毒, 13
鼻腔, 13
生产线, 13
情景, 13
讲授, 13
绍兴市, 13
经济社会, 13
高素质, 13
伯顿, 13
总书记, 13
亲属, 13
用人单位, 13
成型, 13
合作项目, 13
结项, 13
医学教育, 13
产值, 13
大震, 13
弹塑性, 13
野生动物, 12
二手烟, 12
全日制, 12
研究生院, 12
规范, 12
全军, 12
组态, 12
客户经理, 12
亚的斯亚贝巴, 12
孔院, 12
视域, 12
教研组, 12
学习者, 12
农村, 12
财经, 12
商贸, 12
总成绩, 12
投档, 12
自治区, 12
总体, 12
系统控制, 12
淞沪, 12
岩浆岩, 12
指向, 12
视角, 12
双链, 12
人才需求, 12
作品, 12
综合性, 12
工会, 12
患病, 12
等值, 12
顶层, 12
宣言, 12
班墨, 12
层间, 12
危害, 11
股份, 11
总数, 11
特征向量, 11
图样, 11
因子, 11
事故, 11
效益, 11
英语课程, 11
两国, 11
工科, 11
学研, 11
主题, 11
大纲, 11
师德, 11
赛项, 11
毒素, 11
水母, 11
元器件, 11
布置, 11
脊髓, 11
神经, 11
专题, 11
影响力, 11
姜佳欣, 11
概念, 11
王文礼, 11
综合体, 11
劳动者, 11
幼儿园, 11
关联, 11
序列, 11
陕西, 11
挫折, 11
澳大利亚政府, 11
眼视光, 11
抗震, 11
设计师, 10
教学活动, 10
病理学, 10
校方, 10
准则, 10
手机, 10
任职者, 10
界面, 10
农作物, 10
高教, 10
赞比亚, 10
技能型, 10
全球, 10
实验教学, 10
造气, 10
石油化工, 10
母牛, 10
外耳道, 10
标本, 10
教育法, 10
皮层, 10
特质, 10
语言文字, 10
双能, 10
经历, 10
期间, 10
校区, 10
方舱, 10
劳模, 10
糖尿病, 10
名称, 10
办公会, 10
校长, 10
黄炎培, 10
逆境, 10
后进生, 10
青年人, 10
主人, 10
有限元, 10
弹性, 10
混凝土, 10
嘉兴, 9
三维空间, 9
考核内容, 9
载体, 9
麋鹿, 9
部门, 9
航海, 9
公共场所, 9
增长率, 9
应用性, 9
图形, 9
信号, 9
车站, 9
课程设计, 9
教师职业, 9
通用版, 9
控制器, 9
学年, 9
语料, 9
江西, 9
论坛, 9
四川, 9
粤港澳, 9
事务, 9
海运, 9
专门人才, 9
交际, 9
教程, 9
市场营销, 9
工段, 9
船政, 9
漳州, 9
公平, 9
房屋, 9
元件, 9
国民党, 9
情感, 9
天津市, 9
技巧, 9
论文, 9
原因, 9
仓平, 9
升学, 9
用房, 9
南校区, 9
张家口, 9
薪酬, 9
全市, 9
习惯, 9
样本数, 9
全省, 9
管理机构, 9
规律, 9
普及, 9
学理, 9
校园文化, 9
控制技术, 9
柏松, 9
人生, 9
历程, 9
现代医学, 9
军人, 9
剪力, 9
构件, 9
学生宿舍, 9
进阶, 8
财会, 8
核算, 8
会计核算, 8
纺专, 8
积极主动, 8
快件, 8
仪器设备, 8
农产品, 8
发动机, 8
会计师, 8
制约, 8
性别, 8
终身教育, 8
日用陶瓷, 8
分析法, 8
阶梯, 8
实验组, 8
对照组, 8
考核成绩, 8
小组讨论, 8
航空航天, 8
长效机制, 8
万用表, 8
刚果, 8
鲁班, 8
所在国, 8
理论课, 8
导论, 8
基础知识, 8
运价, 8
成员, 8
出版社, 8
学期, 8
独角兽, 8
黎明, 8
备案, 8
电子信息, 8
行政部门, 8
文理, 8
档案, 8
贵宾犬, 8
游戏, 8
化石, 8
建筑行业, 8
过敏, 8
兴奋性, 8
出血性, 8
外侧, 8
受体, 8
部位, 8
中后, 8
新闻, 8
绍兴, 8
动态, 8
试乘试驾, 8
话术, 8
课程目标, 8
学定, 8
侧面, 8
线下, 8
创新型, 8
温湿度, 8
学历, 8
毕业, 8
室内, 8
算法, 8
待遇, 8
个体, 8
集体, 8
农村居民, 8
相关者, 8
技术人员, 8
手术, 8
途径, 8
一流, 8
市所, 8
宿舍, 8
台州, 7
资产, 7
决策, 7
营运, 7
保本, 7
本量, 7
轻工, 7
职业性, 7
路由, 7
粮食, 7
新冠, 7
动手, 7
含金量, 7
农民, 7
疾病, 7
知晓率, 7
宇宙, 7
品牌, 7
中央, 7
幕墙, 7
重量, 7
零件图, 7
图纸, 7
质量指标, 7
试剂, 7
冰山, 7
参数, 7
我军, 7
计算机, 7
电源, 7
情怀, 7
代入, 7
订单, 7
教学进度, 7
干簧管, 7
梅雨, 7
大量, 7
泡沫, 7
轻量化, 7
技术培训, 7
宁波, 7
胡军, 7
理工大学, 7
高层, 7
命运, 7
友好城市, 7
合肥, 7
工坊, 7
形象, 7
丝路, 7
北工院, 7
艺术节, 7
本土, 7
民间, 7
政和, 7
备份, 7
学籍, 7
西安, 7
英语水平, 7
运力, 7
高炳, 7
师傅, 7
市场需求, 7
人力资源, 7
师德师, 7
佛山, 7
总理, 7
刊物, 7
护士, 7
物理化学, 7
分数, 7
计人, 7
个性, 7
鱼类, 7
蜇伤, 7
抗日, 7
言论, 7
当局, 7
矿山, 7
电气设备, 7
开放式, 7
教学效果, 7
性质, 7
中枢, 7
对侧, 7
主线, 7
命题, 7
培养人才, 7
齐齐哈尔, 7
青海, 7
机电类, 7
双主, 7
语音, 7
卓越, 7
商业, 7
生产性, 7
专栏, 7
专业性, 7
节点, 7
民主, 7
机会, 7
中庭, 7
西侧, 7
神经网络, 7
格局, 7
行为习惯, 7
城镇居民, 7
职能, 7
王顶明, 7
法国, 7
创新能力, 7
观念, 7
职业道德, 7
印象, 7
刻板, 7
着力, 7
基本特征, 7
普职, 7
妇产科, 7
学情, 7
群体, 7
比重, 7
中联, 6
顶岗, 6
敏感性, 6
机械类, 6
专业课, 6
路向, 6
纸质, 6
客户服务, 6
信息管理, 6
教学策略, 6
部件, 6
变速箱, 6
空调, 6
加大力度, 6
肺炎, 6
空气质量, 6
组件, 6
实操, 6
人口数, 6
男性, 6
股票, 6
四年制, 6
老年人, 6
本科生, 6
保健, 6
高地, 6
材质, 6
效果图, 6
分量, 6
排序, 6
物体, 6
动画, 6
想象, 6
自带, 6
质量方针, 6
洋葱, 6
有限性, 6
乘客, 6
修正, 6
全职, 6
全美, 6
用户, 6
三菱, 6
化纤, 6
电气控制, 6
按钮, 6
报国, 6
校内外, 6
子系统, 6
陈倩媚, 6
工厂, 6
线缆, 6
水文, 6
天气现象, 6
个例, 6
仪器, 6
贵州, 6
成本, 6
样车, 6
对外, 6
农技, 6
恐怖主义, 6
和平, 6
势力, 6
南亚, 6
外交, 6
话语, 6
技艺, 6
中华文化, 6
事业, 6
实验课, 6
欧亚, 6
农林, 6
船员, 6
杨经华, 6
丘志馨, 6
刘向武, 6
总结, 6
工艺流程, 6
定律, 6
区域性, 6
编号, 6
我院, 6
分层, 6
本院, 6
福州, 6
覆盖率, 6
赛项库, 6
基础训练, 6
方向性, 6
海内外, 6
杂志, 6
水灾, 6
日益, 6
全区, 6
区别, 6
办学条件, 6
分科, 6
匠心, 6
店面, 6
养殖场, 6
中兽医, 6
剪刀, 6
居住区, 6
轧钢, 6
水泥, 6
岩石, 6
章节, 6
新课程, 6
目的, 6
阈值, 6
内侧, 6
大国, 6
入校, 6
校外, 6
服贸会, 6
积极性, 6
双向, 6
落地, 6
头部, 6
苏州, 6
苏州市, 6
应用文, 6
进程, 6
资格证, 6
地图, 6
作者, 6
印刷机, 6
工艺, 6
细化, 6
责任编辑, 6
立德, 6
智力, 6
客观, 6
轮训, 6
主管, 6
老师, 6
仿真技术, 6
学时, 6
稿件, 6
技术性, 6
技术型, 6
轨道, 6
南侧, 6
工运, 6
状况, 6
网上, 6
合力, 6
维权, 6
工会干部, 6
权益, 6
学习动机, 6
情绪, 6
成才, 6
孩子, 6
桂勇, 6
总收入, 6
财政, 6
会议, 6
评论, 6
联邦, 6
殖民地, 6
博士, 6
分类法, 6
得分率, 6
血糖, 6
统计学, 6
科室, 6
重庆, 6
管理学, 6
专业学位, 6
现行, 6
归因, 6
家长, 6
大众, 6
用工, 6
意蕴, 6
工院, 6
责任, 6
申请书, 6
生效, 6
协商, 6
法律顾问, 6
云南省, 6
职业规划, 6
习惯性, 6
校际, 6
费恩, 6
高中生, 6
筹划, 6
医学生, 6
山东省, 6
道德, 6
适应性, 6
结果表明, 6
钢筋, 6
楼层, 6
